date_of_record,station_name,month_num,season,avg_temp,min_temp,max_temp,temp_range,wind_speed,air_pressure,barometric_depression,elevation,elevation_vulnerability,latitude,longitude,rainfall,rainfall_rolling_3d,rainfall_rolling_7d,rainfall_lag1,rainfall_delta_1d,doy_sin,doy_cos,month_sin,month_cos,flood_risk_score,inundation_depth_cm,risk_category
2015-07-01,Bombay / Colaba,7,Monsoon,29.8,27.5,32.8,5.3,10.1,1004.2,9.05,10,5.0,18.9,72.8167,6.1,6.1,6.1,0.0,6.1,0.0108,-0.9999,-0.5,-0.866,0.0502,0.0,SAFE
2015-07-02,Bombay / Colaba,7,Monsoon,29.9,27.6,32.7,5.1,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,6.1,6.1,6.1,-6.1,-0.0065,-1.0,-0.5,-0.866,0.0,0.0,SAFE
2015-07-03,Bombay / Colaba,7,Monsoon,30.1,27.8,33.0,5.2,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,6.1,6.1,0.0,0.0,-0.0237,-0.9997,-0.5,-0.866,0.1824,3.1,SAFE
2015-07-04,Bombay / Colaba,7,Monsoon,30.0,28.0,32.7,4.7,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,0.0,6.1,0.0,0.0,-0.0408,-0.9992,-0.5,-0.866,0.0,0.0,SAFE
2015-07-05,Bombay / Colaba,7,Monsoon,29.9,27.6,32.6,5.0,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,0.0,6.1,0.0,0.0,-0.058,-0.9983,-0.5,-0.866,0.0,0.0,SAFE
2015-07-06,Bombay / Colaba,7,Monsoon,29.8,28.0,32.3,4.3,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,0.0,6.1,0.0,0.0,-0.0752,-0.9972,-0.5,-0.866,0.0,0.0,SAFE
2015-07-07,Bombay / Colaba,7,Monsoon,29.8,28.2,32.7,4.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,0.0,6.1,0.0,0.0,-0.0923,-0.9957,-0.5,-0.866,0.0,0.0,SAFE
2015-07-08,Bombay / Colaba,7,Monsoon,29.9,26.2,29.7,3.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,4.1,4.1,4.1,0.0,4.1,-0.1094,-0.994,-0.5,-0.866,0.1274,8.1,SAFE
2015-07-09,Bombay / Colaba,7,Monsoon,30.1,27.8,32.9,5.1,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.3,4.4,4.4,4.1,-3.8,-0.1265,-0.992,-0.5,-0.866,0.0,0.0,SAFE
2015-07-10,Bombay / Colaba,7,Monsoon,29.9,28.2,32.3,4.1,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.5,4.9,4.9,0.3,0.2,-0.1436,-0.9896,-0.5,-0.866,0.0,0.0,SAFE
2015-07-11,Bombay / Colaba,7,Monsoon,29.5,26.6,32.2,5.6,10.1,1004.2,9.05,10,5.0,18.9,72.8167,2.0,2.8,6.9,0.5,1.5,-0.1606,-0.987,-0.5,-0.866,0.0,0.0,SAFE
2015-07-12,Bombay / Colaba,7,Monsoon,29.8,26.2,32.6,6.4,10.1,1004.2,9.05,10,5.0,18.9,72.8167,6.1,8.6,13.0,2.0,4.1,-0.1775,-0.9841,-0.5,-0.866,0.0392,1.3,SAFE
2015-07-13,Bombay / Colaba,7,Monsoon,29.9,28.0,32.6,4.6,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,8.1,13.0,6.1,-6.1,-0.1944,-0.9809,-0.5,-0.866,0.3225,0.0,LOW
2015-07-14,Bombay / Colaba,7,Monsoon,30.0,26.4,32.8,6.4,10.1,1004.2,9.05,10,5.0,18.9,72.8167,2.0,8.1,15.0,0.0,2.0,-0.2113,-0.9774,-0.5,-0.866,0.0872,8.2,SAFE
2015-07-15,Bombay / Colaba,7,Monsoon,30.1,27.6,33.0,5.4,10.1,1004.2,9.05,10,5.0,18.9,72.8167,1.0,3.0,11.9,2.0,-1.0,-0.2281,-0.9736,-0.5,-0.866,0.0,0.0,SAFE
2015-07-16,Bombay / Colaba,7,Monsoon,29.8,27.8,32.3,4.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.0,3.0,11.6,1.0,-1.0,-0.2448,-0.9696,-0.5,-0.866,0.0,0.0,SAFE
2015-07-17,Bombay / Colaba,7,Monsoon,29.6,26.2,31.5,5.3,10.1,1004.2,9.05,10,5.0,18.9,72.8167,5.1,6.1,16.2,0.0,5.1,-0.2614,-0.9652,-0.5,-0.866,0.2139,5.9,LOW
2015-07-18,Bombay / Colaba,7,Monsoon,29.6,26.2,32.0,5.8,10.1,1004.2,9.05,10,5.0,18.9,72.8167,3.0,8.1,17.2,5.1,-2.1,-0.278,-0.9606,-0.5,-0.866,0.0,0.0,SAFE
2015-07-19,Bombay / Colaba,7,Monsoon,29.6,26.2,29.7,3.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,5.1,13.2,16.2,3.0,2.1,-0.2945,-0.9557,-0.5,-0.866,0.0,3.9,SAFE
2015-07-20,Bombay / Colaba,7,Monsoon,29.0,26.4,31.6,5.2,10.1,1004.2,9.05,10,5.0,18.9,72.8167,0.5,8.6,16.7,5.1,-4.6,-0.3109,-0.9505,-0.5,-0.866,0.0139,0.0,SAFE
2015-07-21,Bombay / Colaba,7,Monsoon,27.9,24.2,29.7,5.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,61.0,66.6,75.7,0.5,60.5,-0.3272,-0.945,-0.5,-0.866,0.587,26.5,MODERATE
2015-07-22,Bombay / Colaba,7,Monsoon,27.1,24.5,29.0,4.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,49.0,110.5,123.7,61.0,-12.0,-0.3434,-0.9392,-0.5,-0.866,0.5253,4.7,MODERATE
2015-07-23,Bombay / Colaba,7,Monsoon,27.4,24.4,30.0,5.6,10.1,1004.2,9.05,10,5.0,18.9,72.8167,46.0,156.0,169.7,49.0,-3.0,-0.3595,-0.9332,-0.5,-0.866,0.4808,19.6,LOW
2015-07-24,Bombay / Colaba,7,Monsoon,28.1,24.7,30.3,5.6,10.1,1004.2,9.05,10,5.0,18.9,72.8167,37.1,132.1,201.7,46.0,-8.9,-0.3755,-0.9268,-0.5,-0.866,0.4494,6.7,LOW
2015-07-25,Bombay / Colaba,7,Monsoon,28.7,25.0,30.7,5.7,10.1,1004.2,9.05,10,5.0,18.9,72.8167,29.0,112.1,227.7,37.1,-8.1,-0.3914,-0.9202,-0.5,-0.866,0.2834,13.7,LOW
2015-07-26,Bombay / Colaba,7,Monsoon,28.6,25.2,31.2,6.0,10.1,1004.2,9.05,10,5.0,18.9,72.8167,8.9,75.0,231.5,29.0,-20.1,-0.4071,-0.9134,-0.5,-0.866,0.205,9.8,LOW
2015-07-27,Bombay / Colaba,7,Monsoon,27.8,26.4,29.7,3.3,10.1,1004.2,9.05,10,5.0,18.9,72.8167,7.9,45.8,238.9,8.9,-1.0,-0.4228,-0.9062,-0.5,-0.866,0.1492,0.0,LOW
2015-07-28,Bombay / Colaba,7,Monsoon,28.0,25.4,29.6,4.2,10.1,1004.2,9.05,10,5.0,18.9,72.8167,27.9,44.7,205.8,7.9,20.0,-0.4383,-0.8988,-0.5,-0.866,0.3416,5.4,LOW
2015-07-29,Bombay / Colaba,7,Monsoon,27.7,24.4,29.5,5.1,10.1,1004.2,9.05,10,5.0,18.9,72.8167,32.0,67.8,188.8,27.9,4.1,-0.4537,-0.8912,-0.5,-0.866,0.3966,8.3,LOW
2015-07-30,Bombay / Colaba,7,Monsoon,27.8,23.6,31.2,7.6,10.1,1004.2,9.05,10,5.0,18.9,72.8167,17.0,76.9,159.8,32.0,-15.0,-0.469,-0.8832,-0.5,-0.866,0.2856,3.4,LOW
2015-07-31,Bombay / Colaba,7,Monsoon,28.9,25.0,31.5,6.5,10.1,1004.2,9.05,10,5.0,18.9,72.8167,8.9,57.9,131.6,17.0,-8.1,-0.4841,-0.875,-0.5,-0.866,0.1266,9.3,SAFE
2015-08-01,Bombay / Colaba,8,Monsoon,29.1,26.2,31.5,5.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,2.0,27.9,104.6,8.9,-6.9,-0.4991,-0.8666,-0.866,-0.5,0.1631,1.8,SAFE
2015-08-02,Bombay / Colaba,8,Monsoon,29.1,26.6,31.9,5.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,2.0,12.9,97.7,2.0,0.0,-0.5139,-0.8578,-0.866,-0.5,0.053,0.0,SAFE
2015-08-03,Bombay / Colaba,8,Monsoon,28.9,26.6,30.1,3.5,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.5,4.5,90.3,2.0,-1.5,-0.5286,-0.8489,-0.866,-0.5,0.0,0.0,SAFE
2015-08-04,Bombay / Colaba,8,Monsoon,28.8,26.8,30.6,3.8,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,2.5,62.4,0.5,-0.5,-0.5431,-0.8397,-0.866,-0.5,0.0,0.0,SAFE
2015-08-05,Bombay / Colaba,8,Monsoon,28.1,26.0,29.3,3.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,2.0,2.5,32.4,0.0,2.0,-0.5575,-0.8302,-0.866,-0.5,0.056,0.0,SAFE
2015-08-06,Bombay / Colaba,8,Monsoon,28.4,23.2,30.8,7.6,9.5,1005.9,7.35,10,5.0,18.9,72.8167,22.1,24.1,37.5,2.0,20.1,-0.5717,-0.8205,-0.866,-0.5,0.2756,0.0,LOW
2015-08-07,Bombay / Colaba,8,Monsoon,28.9,26.4,31.8,5.4,9.5,1005.9,7.35,10,5.0,18.9,72.8167,1.0,25.1,29.6,22.1,-21.1,-0.5857,-0.8105,-0.866,-0.5,0.0567,1.5,SAFE
2015-08-08,Bombay / Colaba,8,Monsoon,27.6,24.6,30.4,5.8,10.4,1005.4,7.85,10,5.0,18.9,72.8167,5.1,28.2,32.7,1.0,4.1,-0.5996,-0.8003,-0.866,-0.5,0.0,8.8,SAFE
2015-08-09,Bombay / Colaba,8,Monsoon,27.1,24.0,29.0,5.0,9.5,1003.9,9.35,10,5.0,18.9,72.8167,8.9,15.0,39.6,5.1,3.8,-0.6132,-0.7899,-0.866,-0.5,0.1063,4.5,SAFE
2015-08-10,Bombay / Colaba,8,Monsoon,26.6,24.2,29.5,5.3,6.4,1003.9,9.35,10,5.0,18.9,72.8167,8.9,22.9,48.0,8.9,0.0,-0.6267,-0.7792,-0.866,-0.5,0.1241,0.8,SAFE
2015-08-11,Bombay / Colaba,8,Monsoon,27.7,24.2,31.2,7.0,6.2,1005.8,7.45,10,5.0,18.9,72.8167,2.0,19.8,50.0,8.9,-6.9,-0.64,-0.7683,-0.866,-0.5,0.0925,4.3,SAFE
2015-08-12,Bombay / Colaba,8,Monsoon,27.9,23.8,30.8,7.0,9.5,1005.9,7.35,10,5.0,18.9,72.8167,6.1,17.0,54.1,2.0,4.1,-0.6532,-0.7572,-0.866,-0.5,0.1859,0.0,LOW
2015-08-13,Bombay / Colaba,8,Monsoon,28.2,24.8,31.0,6.2,9.5,1005.9,7.35,10,5.0,18.9,72.8167,2.0,10.1,34.0,6.1,-4.1,-0.6661,-0.7459,-0.866,-0.5,0.1655,0.0,SAFE
2015-08-14,Bombay / Colaba,8,Monsoon,28.2,25.0,31.5,6.5,9.5,1005.9,7.35,10,5.0,18.9,72.8167,3.0,11.1,36.0,2.0,1.0,-0.6788,-0.7343,-0.866,-0.5,0.0026,0.0,SAFE
2015-08-15,Bombay / Colaba,8,Monsoon,28.3,24.8,30.8,6.0,9.5,1005.9,7.35,10,5.0,18.9,72.8167,6.1,11.1,37.0,3.0,3.1,-0.6914,-0.7225,-0.866,-0.5,0.0158,0.0,SAFE
2015-08-16,Bombay / Colaba,8,Monsoon,28.2,25.4,31.7,6.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,7.1,16.2,35.2,6.1,1.0,-0.7037,-0.7105,-0.866,-0.5,0.0,0.1,SAFE
2015-08-17,Bombay / Colaba,8,Monsoon,28.1,25.0,31.3,6.3,9.5,1007.5,5.75,10,5.0,18.9,72.8167,11.9,25.1,38.2,7.1,4.8,-0.7158,-0.6983,-0.866,-0.5,0.2039,6.0,LOW
2015-08-18,Bombay / Colaba,8,Monsoon,28.7,24.8,31.9,7.1,7.7,1008.2,5.05,10,5.0,18.9,72.8167,10.9,29.9,47.1,11.9,-1.0,-0.7277,-0.6859,-0.866,-0.5,0.2848,4.0,LOW
2015-08-19,Bombay / Colaba,8,Monsoon,29.3,25.3,32.0,6.7,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,22.8,41.0,10.9,-10.9,-0.7394,-0.6733,-0.866,-0.5,0.0344,0.0,SAFE
2015-08-20,Bombay / Colaba,8,Monsoon,29.3,25.7,32.0,6.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,10.9,39.0,0.0,0.0,-0.7509,-0.6605,-0.866,-0.5,0.0243,0.0,SAFE
2015-08-21,Bombay / Colaba,8,Monsoon,29.1,25.2,32.2,7.0,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.3,0.3,36.3,0.0,0.3,-0.7621,-0.6474,-0.866,-0.5,0.0,0.0,SAFE
2015-08-22,Bombay / Colaba,8,Monsoon,29.1,24.0,31.6,7.6,9.5,1005.9,7.35,10,5.0,18.9,72.8167,5.1,5.4,35.3,0.3,4.8,-0.7731,-0.6342,-0.866,-0.5,0.12,0.0,SAFE
2015-08-23,Bombay / Colaba,8,Monsoon,29.3,26.6,31.8,5.2,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,5.4,28.2,5.1,-5.1,-0.7839,-0.6208,-0.866,-0.5,0.0872,4.5,SAFE
2015-08-24,Bombay / Colaba,8,Monsoon,28.7,25.8,32.5,6.7,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,5.1,16.3,0.0,0.0,-0.7945,-0.6073,-0.866,-0.5,0.0,0.0,SAFE
2015-08-25,Bombay / Colaba,8,Monsoon,27.4,25.3,30.2,4.9,9.5,1005.9,7.35,10,5.0,18.9,72.8167,3.0,3.0,8.4,0.0,3.0,-0.8048,-0.5935,-0.866,-0.5,0.1241,0.0,SAFE
2015-08-26,Bombay / Colaba,8,Monsoon,29.2,24.7,31.8,7.1,9.5,1005.9,7.35,10,5.0,18.9,72.8167,8.9,11.9,17.3,3.0,5.9,-0.8149,-0.5796,-0.866,-0.5,0.0,0.0,SAFE
2015-08-27,Bombay / Colaba,8,Monsoon,29.1,26.4,31.7,5.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,0.0,11.9,17.3,8.9,-8.9,-0.8248,-0.5655,-0.866,-0.5,0.0,0.0,SAFE
2015-08-28,Bombay / Colaba,8,Monsoon,26.6,24.5,28.8,4.3,9.5,1005.9,7.35,10,5.0,18.9,72.8167,7.9,16.8,24.9,0.0,7.9,-0.8344,-0.5512,-0.866,-0.5,0.0616,8.0,SAFE
2015-08-29,Bombay / Colaba,8,Monsoon,27.7,24.4,31.5,7.1,9.5,1005.9,7.35,10,5.0,18.9,72.8167,6.1,14.0,25.9,7.9,-1.8,-0.8437,-0.5368,-0.866,-0.5,0.0233,5.4,SAFE
2015-08-30,Bombay / Colaba,8,Monsoon,26.7,24.2,29.6,5.4,9.5,1005.9,7.35,10,5.0,18.9,72.8167,10.9,24.9,36.8,6.1,4.8,-0.8528,-0.5222,-0.866,-0.5,0.1019,8.4,SAFE
2015-08-31,Bombay / Colaba,8,Monsoon,28.0,23.8,31.0,7.2,9.5,1005.9,7.35,10,5.0,18.9,72.8167,9.9,26.9,46.7,10.9,-1.0,-0.8617,-0.5074,-0.866,-0.5,0.0,6.3,SAFE
2015-09-01,Bombay / Colaba,9,Monsoon,28.6,24.6,31.8,7.2,4.8,1007.1,6.15,10,5.0,18.9,72.8167,4.1,24.9,47.8,9.9,-5.8,-0.8703,-0.4925,-1.0,-0.0,0.1919,0.0,LOW
2015-09-02,Bombay / Colaba,9,Monsoon,27.9,23.3,31.3,8.0,4.8,1007.1,6.15,10,5.0,18.9,72.8167,4.1,18.1,43.0,4.1,0.0,-0.8786,-0.4775,-1.0,-0.0,0.1994,0.0,LOW
2015-09-03,Bombay / Colaba,9,Monsoon,28.4,23.8,32.0,8.2,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.5,8.7,43.5,4.1,-3.6,-0.8867,-0.4623,-1.0,-0.0,0.0,0.0,SAFE
2015-09-04,Bombay / Colaba,9,Monsoon,29.1,23.8,32.0,8.2,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,4.6,35.6,0.5,-0.5,-0.8945,-0.447,-1.0,-0.0,0.0,0.0,SAFE
2015-09-05,Bombay / Colaba,9,Monsoon,29.1,23.0,32.2,9.2,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.5,29.5,0.0,0.0,-0.9021,-0.4315,-1.0,-0.0,0.0,0.0,SAFE
2015-09-06,Bombay / Colaba,9,Monsoon,29.2,23.8,32.4,8.6,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.0,18.6,0.0,0.0,-0.9094,-0.4159,-1.0,-0.0,0.0,0.0,SAFE
2015-09-07,Bombay / Colaba,9,Monsoon,28.8,24.4,32.2,7.8,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.0,8.7,0.0,0.0,-0.9164,-0.4002,-1.0,-0.0,0.0,0.0,SAFE
2015-09-08,Bombay / Colaba,9,Monsoon,28.9,23.8,32.0,8.2,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.0,4.6,0.0,0.0,-0.9232,-0.3844,-1.0,-0.0,0.0,0.0,SAFE
2015-09-09,Bombay / Colaba,9,Monsoon,28.6,24.4,31.5,7.1,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.0,0.5,0.0,0.0,-0.9296,-0.3685,-1.0,-0.0,0.0,0.0,SAFE
2015-09-10,Bombay / Colaba,9,Monsoon,27.5,24.8,31.1,6.3,4.8,1007.1,6.15,10,5.0,18.9,72.8167,3.0,3.0,3.0,0.0,3.0,-0.9358,-0.3524,-1.0,-0.0,0.1801,4.8,SAFE
2015-09-11,Bombay / Colaba,9,Monsoon,29.1,24.0,32.0,8.0,4.8,1008.6,4.65,10,5.0,18.9,72.8167,32.0,35.0,35.0,3.0,29.0,-0.9418,-0.3363,-1.0,-0.0,0.1157,20.0,LOW
2015-09-12,Bombay / Colaba,9,Monsoon,28.3,25.8,32.5,6.7,4.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,35.0,35.0,32.0,-32.0,-0.9474,-0.32,-1.0,-0.0,0.1497,0.6,SAFE
2015-09-13,Bombay / Colaba,9,Monsoon,27.9,23.7,31.5,7.8,4.8,1007.1,6.15,10,5.0,18.9,72.8167,17.0,49.0,52.0,0.0,17.0,-0.9528,-0.3037,-1.0,-0.0,0.3075,0.0,LOW
2015-09-14,Bombay / Colaba,9,Monsoon,28.3,23.8,31.5,7.7,4.8,1007.1,6.15,10,5.0,18.9,72.8167,21.1,38.1,73.1,17.0,4.1,-0.9579,-0.2873,-1.0,-0.0,0.2712,0.0,LOW
2015-09-15,Bombay / Colaba,9,Monsoon,28.7,24.2,30.5,6.3,4.8,1007.1,6.15,10,5.0,18.9,72.8167,33.0,71.1,106.1,21.1,11.9,-0.9627,-0.2707,-1.0,-0.0,0.5491,15.1,LOW
2015-09-16,Bombay / Colaba,9,Monsoon,29.4,24.5,31.0,6.5,4.8,1005.8,7.45,10,5.0,18.9,72.8167,4.1,58.2,110.2,33.0,-28.9,-0.9672,-0.2541,-1.0,-0.0,0.0856,0.0,SAFE
2015-09-17,Bombay / Colaba,9,Monsoon,29.6,26.0,32.0,6.0,12.4,1004.7,8.55,10,5.0,18.9,72.8167,2.0,39.1,109.2,4.1,-2.1,-0.9714,-0.2375,-1.0,-0.0,0.2025,1.4,SAFE
2015-09-18,Bombay / Colaba,9,Monsoon,28.9,28.0,30.0,2.0,17.1,1003.2,10.05,10,5.0,18.9,72.8167,0.5,6.6,77.7,2.0,-1.5,-0.9753,-0.2207,-1.0,-0.0,0.0346,2.5,SAFE
2015-09-19,Bombay / Colaba,9,Monsoon,28.4,25.0,31.1,6.1,16.3,1003.7,9.55,10,5.0,18.9,72.8167,5.1,7.6,82.8,0.5,4.6,-0.979,-0.2039,-1.0,-0.0,0.1997,2.3,LOW
2015-09-20,Bombay / Colaba,9,Monsoon,27.6,24.0,30.0,6.0,14.4,1004.2,9.05,10,5.0,18.9,72.8167,32.0,37.6,97.8,5.1,26.9,-0.9824,-0.187,-1.0,-0.0,0.2489,11.5,LOW
2015-09-21,Bombay / Colaba,9,Monsoon,28.6,24.7,32.3,7.6,13.8,1005.1,8.15,10,5.0,18.9,72.8167,27.9,65.0,104.6,32.0,-4.1,-0.9854,-0.1701,-1.0,-0.0,0.2296,15.0,LOW
2015-09-22,Bombay / Colaba,9,Monsoon,28.6,24.6,32.0,7.4,8.8,1007.6,5.65,10,5.0,18.9,72.8167,15.0,74.9,86.6,27.9,-12.9,-0.9882,-0.1531,-1.0,-0.0,0.3578,13.7,LOW
2015-09-23,Bombay / Colaba,9,Monsoon,29.1,25.2,32.2,7.0,8.2,1010.1,3.15,10,5.0,18.9,72.8167,3.0,45.9,85.5,15.0,-12.0,-0.9907,-0.1361,-1.0,-0.0,0.0656,0.0,SAFE
2015-09-24,Bombay / Colaba,9,Monsoon,28.7,24.0,32.0,8.0,4.8,1009.4,3.85,10,5.0,18.9,72.8167,0.0,18.0,83.5,3.0,-3.0,-0.9929,-0.1191,-1.0,-0.0,0.0,0.0,SAFE
2015-09-25,Bombay / Colaba,9,Monsoon,28.2,23.7,31.8,8.1,8.1,1008.9,4.35,10,5.0,18.9,72.8167,0.0,3.0,83.0,0.0,0.0,-0.9948,-0.102,-1.0,-0.0,0.0,0.0,SAFE
2015-09-26,Bombay / Colaba,9,Monsoon,27.9,23.8,31.7,7.9,7.8,1009.2,4.05,10,5.0,18.9,72.8167,0.0,0.0,77.9,0.0,0.0,-0.9964,-0.0848,-1.0,-0.0,0.0,0.0,SAFE
2015-09-27,Bombay / Colaba,9,Monsoon,28.4,21.3,32.0,10.7,4.8,1009.3,3.95,10,5.0,18.9,72.8167,0.0,0.0,45.9,0.0,0.0,-0.9977,-0.0677,-1.0,-0.0,0.0,0.0,SAFE
2015-09-28,Bombay / Colaba,9,Monsoon,29.8,23.2,34.8,11.6,7.3,1007.9,5.35,10,5.0,18.9,72.8167,0.0,0.0,18.0,0.0,0.0,-0.9987,-0.0505,-1.0,-0.0,0.0,0.0,SAFE
2015-09-29,Bombay / Colaba,9,Monsoon,31.9,24.3,36.2,11.9,7.9,1007.2,6.05,10,5.0,18.9,72.8167,0.0,0.0,3.0,0.0,0.0,-0.9994,-0.0333,-1.0,-0.0,0.0,0.0,SAFE
2015-09-30,Bombay / Colaba,9,Monsoon,32.8,24.4,37.4,13.0,9.3,1008.3,4.95,10,5.0,18.9,72.8167,0.0,0.0,0.0,0.0,0.0,-0.9999,-0.0161,-1.0,-0.0,0.0,0.0,SAFE
2016-07-01,Bombay / Colaba,7,Monsoon,27.8,23.6,30.0,6.4,10.5,1004.2,9.05,10,5.0,18.9,72.8167,71.1,71.1,71.1,0.0,71.1,-0.0065,-1.0,-0.5,-0.866,0.4489,23.0,MODERATE
2016-07-02,Bombay / Colaba,7,Monsoon,27.2,24.6,28.0,3.4,16.7,1001.7,11.55,10,5.0,18.9,72.8167,77.0,148.1,148.1,71.1,5.9,-0.0237,-0.9997,-0.5,-0.866,0.6102,30.2,MODERATE
2016-07-03,Bombay / Colaba,7,Monsoon,27.9,24.8,30.0,5.2,16.4,1002.2,11.05,10,5.0,18.9,72.8167,93.0,241.1,241.1,77.0,16.0,-0.0408,-0.9992,-0.5,-0.866,0.848,34.4,HIGH
2016-07-04,Bombay / Colaba,7,Monsoon,27.6,24.5,30.4,5.9,13.3,1003.6,9.65,10,5.0,18.9,72.8167,25.9,195.9,267.0,93.0,-67.1,-0.058,-0.9983,-0.5,-0.866,0.4655,20.6,LOW
2016-07-05,Bombay / Colaba,7,Monsoon,27.4,24.1,31.0,6.9,12.4,1003.7,9.55,10,5.0,18.9,72.8167,46.0,164.9,313.0,25.9,20.1,-0.0752,-0.9972,-0.5,-0.866,0.5832,13.5,MODERATE
2016-07-06,Bombay / Colaba,7,Monsoon,28.7,24.2,30.0,5.8,12.8,1004.1,9.15,10,5.0,18.9,72.8167,9.9,81.8,322.9,46.0,-36.1,-0.0923,-0.9957,-0.5,-0.866,0.1588,5.7,LOW
2016-07-07,Bombay / Colaba,7,Monsoon,28.9,25.9,29.2,3.3,13.9,1005.0,8.25,10,5.0,18.9,72.8167,8.9,64.8,331.8,9.9,-1.0,-0.1094,-0.994,-0.5,-0.866,0.1896,2.6,LOW
2016-07-08,Bombay / Colaba,7,Monsoon,28.4,28.0,29.4,1.4,14.4,1004.0,9.25,10,5.0,18.9,72.8167,1.0,19.8,261.7,8.9,-7.9,-0.1265,-0.992,-0.5,-0.866,0.0633,5.3,SAFE
2016-07-09,Bombay / Colaba,7,Monsoon,28.8,25.4,30.0,4.6,16.9,1002.6,10.65,10,5.0,18.9,72.8167,10.9,20.8,195.6,1.0,9.9,-0.1436,-0.9896,-0.5,-0.866,0.0218,0.0,SAFE
2016-07-10,Bombay / Colaba,7,Monsoon,28.7,27.0,29.0,2.0,20.8,1002.2,11.05,10,5.0,18.9,72.8167,99.1,111.0,201.7,10.9,88.2,-0.1606,-0.987,-0.5,-0.866,0.6834,26.6,MODERATE
2016-07-11,Bombay / Colaba,7,Monsoon,28.3,26.1,29.0,2.9,20.8,1004.2,9.05,10,5.0,18.9,72.8167,7.1,117.1,182.9,99.1,-92.0,-0.1775,-0.9841,-0.5,-0.866,0.2294,16.2,LOW
2016-07-12,Bombay / Colaba,7,Monsoon,28.4,27.0,30.0,3.0,16.6,1002.9,10.35,10,5.0,18.9,72.8167,7.1,113.3,144.0,7.1,0.0,-0.1944,-0.9809,-0.5,-0.866,0.2214,11.2,LOW
2016-07-13,Bombay / Colaba,7,Monsoon,28.2,24.0,30.4,6.4,16.6,1004.2,9.05,10,5.0,18.9,72.8167,16.0,30.2,150.1,7.1,8.9,-0.2113,-0.9774,-0.5,-0.866,0.162,6.3,LOW
2016-07-14,Bombay / Colaba,7,Monsoon,27.0,25.0,30.4,5.4,12.2,1004.0,9.25,10,5.0,18.9,72.8167,13.0,36.1,154.2,16.0,-3.0,-0.2281,-0.9736,-0.5,-0.866,0.1604,0.4,LOW
2016-07-15,Bombay / Colaba,7,Monsoon,28.2,24.3,31.4,7.1,12.8,1004.9,8.35,10,5.0,18.9,72.8167,10.9,39.9,164.1,13.0,-2.1,-0.2448,-0.9696,-0.5,-0.866,0.1023,3.1,SAFE
2016-07-16,Bombay / Colaba,7,Monsoon,28.1,26.0,30.8,4.8,14.6,1005.4,7.85,10,5.0,18.9,72.8167,2.0,25.9,155.2,10.9,-8.9,-0.2614,-0.9652,-0.5,-0.866,0.2158,8.9,LOW
2016-07-17,Bombay / Colaba,7,Monsoon,27.6,23.9,31.6,7.7,11.8,1007.5,5.75,10,5.0,18.9,72.8167,13.0,25.9,69.1,2.0,11.0,-0.278,-0.9606,-0.5,-0.866,0.0144,8.6,SAFE
2016-07-18,Bombay / Colaba,7,Monsoon,27.3,24.4,29.0,4.6,13.5,1008.2,5.05,10,5.0,18.9,72.8167,15.0,30.0,77.0,13.0,2.0,-0.2945,-0.9557,-0.5,-0.866,0.0776,4.6,SAFE
