date_of_record,station_name,month_num,season,avg_temp,min_temp,max_temp,temp_range,wind_speed,air_pressure,barometric_depression,elevation,elevation_vulnerability,latitude,longitude,rainfall,rainfall_rolling_3d,rainfall_rolling_7d,rainfall_lag1,rainfall_delta_1d,doy_sin,doy_cos,month_sin,month_cos,flood_risk_score,inundation_depth_cm,risk_category
2024-08-05,Bombay / Colaba,8,Monsoon,27.8,26.9,29.4,2.5,9.3,1006.0,7.25,10,5.0,18.9,72.8167,10.9,105.9,223.1,34.0,-23.1,-0.5717,-0.8205,-0.866,-0.5,0.2154,9.0,LOW
2024-08-06,Bombay / Colaba,8,Monsoon,27.9,26.8,30.0,3.2,7.7,1006.2,7.05,10,5.0,18.9,72.8167,10.9,55.8,216.7,10.9,0.0,-0.5857,-0.8105,-0.866,-0.5,0.238,6.3,LOW
2024-08-07,Bombay / Colaba,8,Monsoon,28.3,26.8,31.0,4.2,6.5,1006.3,6.95,10,5.0,18.9,72.8167,6.5,28.3,197.7,10.9,-4.4,-0.5996,-0.8003,-0.866,-0.5,0.0676,0.0,SAFE
2024-08-08,Bombay / Colaba,8,Monsoon,28.6,27.3,30.0,2.7,6.8,1007.1,6.15,10,5.0,18.9,72.8167,7.1,24.5,166.8,6.5,0.6,-0.6132,-0.7899,-0.866,-0.5,0.0,6.2,SAFE
2024-08-09,Bombay / Colaba,8,Monsoon,28.2,27.3,29.3,2.0,6.3,1008.1,5.15,10,5.0,18.9,72.8167,12.8,26.4,143.2,7.1,5.7,-0.6267,-0.7792,-0.866,-0.5,0.1213,1.8,LOW
2024-08-10,Bombay / Colaba,8,Monsoon,28.4,27.2,30.0,2.8,5.6,1008.5,4.75,10,5.0,18.9,72.8167,9.0,28.9,91.2,12.8,-3.8,-0.64,-0.7683,-0.866,-0.5,0.0,14.4,SAFE
2024-08-11,Bombay / Colaba,8,Monsoon,28.6,27.4,30.4,3.0,4.8,1006.9,6.35,10,5.0,18.9,72.8167,2.1,23.9,59.3,9.0,-6.9,-0.6532,-0.7572,-0.866,-0.5,0.1168,0.0,SAFE
2024-08-12,Bombay / Colaba,8,Monsoon,28.8,27.2,31.0,3.8,4.8,1006.2,7.05,10,5.0,18.9,72.8167,4.1,15.2,52.5,2.1,2.0,-0.6661,-0.7459,-0.866,-0.5,0.0,0.0,SAFE
2024-08-13,Bombay / Colaba,8,Monsoon,29.0,27.4,31.4,4.0,3.8,1006.8,6.45,10,5.0,18.9,72.8167,1.9,8.1,43.5,4.1,-2.2,-0.6788,-0.7343,-0.866,-0.5,0.0721,0.0,SAFE
2024-08-14,Bombay / Colaba,8,Monsoon,29.0,27.3,31.2,3.9,4.7,1006.7,6.55,10,5.0,18.9,72.8167,0.7,6.7,37.7,1.9,-1.2,-0.6914,-0.7225,-0.866,-0.5,0.1849,0.0,SAFE
2024-08-15,Bombay / Colaba,8,Monsoon,29.3,27.7,31.6,3.9,3.0,1005.8,7.45,10,5.0,18.9,72.8167,0.2,2.8,30.8,0.7,-0.5,-0.7037,-0.7105,-0.866,-0.5,0.0,0.0,SAFE
2024-08-16,Bombay / Colaba,8,Monsoon,29.4,27.8,31.9,4.1,2.5,1004.7,8.55,10,5.0,18.9,72.8167,0.3,1.2,18.3,0.2,0.1,-0.7158,-0.6983,-0.866,-0.5,0.0,0.0,SAFE
2024-08-17,Bombay / Colaba,8,Monsoon,29.4,27.5,32.2,4.7,1.1,1005.5,7.75,10,5.0,18.9,72.8167,0.4,0.9,9.7,0.3,0.1,-0.7277,-0.6859,-0.866,-0.5,0.0,0.0,SAFE
2024-08-18,Bombay / Colaba,8,Monsoon,29.0,27.0,31.4,4.4,1.3,1006.1,7.15,10,5.0,18.9,72.8167,0.0,0.7,7.6,0.4,-0.4,-0.7394,-0.6733,-0.866,-0.5,0.0,0.0,SAFE
2024-08-19,Bombay / Colaba,8,Monsoon,29.3,27.5,31.4,3.9,1.9,1005.3,7.95,10,5.0,18.9,72.8167,11.3,11.7,14.8,0.0,11.3,-0.7509,-0.6605,-0.866,-0.5,0.069,1.4,SAFE
2024-08-20,Bombay / Colaba,8,Monsoon,28.3,27.0,30.8,3.8,1.8,1004.9,8.35,10,5.0,18.9,72.8167,6.8,18.1,19.7,11.3,-4.5,-0.7621,-0.6474,-0.866,-0.5,0.0062,11.1,SAFE
2024-08-21,Bombay / Colaba,8,Monsoon,28.6,26.6,31.0,4.4,2.8,1005.4,7.85,10,5.0,18.9,72.8167,0.0,18.1,19.0,6.8,-6.8,-0.7731,-0.6342,-0.866,-0.5,0.1326,3.7,SAFE
2024-08-22,Bombay / Colaba,8,Monsoon,29.1,27.0,32.0,5.0,1.9,1004.8,8.45,10,5.0,18.9,72.8167,0.2,7.0,19.0,0.0,0.2,-0.7839,-0.6208,-0.866,-0.5,0.0,0.0,SAFE
2024-08-23,Bombay / Colaba,8,Monsoon,28.5,26.8,31.1,4.3,2.1,1005.1,8.15,10,5.0,18.9,72.8167,25.8,26.0,44.5,0.2,25.6,-0.7945,-0.6073,-0.866,-0.5,0.113,5.3,LOW
2024-08-24,Bombay / Colaba,8,Monsoon,26.8,26.3,28.0,1.7,6.8,1006.2,7.05,10,5.0,18.9,72.8167,67.1,93.1,111.2,25.8,41.3,-0.8048,-0.5935,-0.866,-0.5,0.4583,16.3,MODERATE
2024-08-25,Bombay / Colaba,8,Monsoon,26.8,26.4,27.6,1.2,12.3,1005.6,7.65,10,5.0,18.9,72.8167,50.2,143.1,161.4,67.1,-16.9,-0.8149,-0.5796,-0.866,-0.5,0.4943,27.7,MODERATE
2024-08-26,Bombay / Colaba,8,Monsoon,27.6,27.0,29.2,2.2,15.1,1004.0,9.25,10,5.0,18.9,72.8167,20.0,137.3,170.1,50.2,-30.2,-0.8248,-0.5655,-0.866,-0.5,0.4802,9.3,LOW
2024-08-27,Bombay / Colaba,8,Monsoon,27.7,26.0,29.0,3.0,14.9,1005.0,8.25,10,5.0,18.9,72.8167,46.1,116.3,209.4,20.0,26.1,-0.8344,-0.5512,-0.866,-0.5,0.2352,28.6,LOW
2024-08-28,Bombay / Colaba,8,Monsoon,28.0,27.0,30.0,3.0,14.9,1006.2,7.05,10,5.0,18.9,72.8167,10.9,77.0,220.3,46.1,-35.2,-0.8437,-0.5368,-0.866,-0.5,0.2058,0.0,LOW
2024-08-29,Bombay / Colaba,8,Monsoon,28.4,27.2,30.1,2.9,12.0,1005.6,7.65,10,5.0,18.9,72.8167,6.1,63.1,226.2,10.9,-4.8,-0.8528,-0.5222,-0.866,-0.5,0.2241,1.9,LOW
2024-08-30,Bombay / Colaba,8,Monsoon,28.7,27.3,31.6,4.3,8.8,1005.6,7.65,10,5.0,18.9,72.8167,0.0,17.0,200.4,6.1,-6.1,-0.8617,-0.5074,-0.866,-0.5,0.0791,0.0,SAFE
2024-08-31,Bombay / Colaba,8,Monsoon,28.7,27.2,31.0,3.8,7.9,1006.3,6.95,10,5.0,18.9,72.8167,3.0,9.1,136.3,0.0,3.0,-0.8703,-0.4925,-0.866,-0.5,0.1995,4.9,LOW
2024-09-01,Bombay / Colaba,9,Monsoon,28.6,27.2,30.6,3.4,6.0,1006.6,6.65,10,5.0,18.9,72.8167,0.5,3.5,86.6,3.0,-2.5,-0.8786,-0.4775,-1.0,-0.0,0.0,0.0,SAFE
2024-09-02,Bombay / Colaba,9,Monsoon,28.1,26.8,29.8,3.0,5.6,1006.3,6.95,10,5.0,18.9,72.8167,0.0,3.5,66.6,0.5,-0.5,-0.8867,-0.4623,-1.0,-0.0,0.0,0.0,SAFE
2024-09-03,Bombay / Colaba,9,Monsoon,28.1,26.8,30.4,3.6,5.5,1006.3,6.95,10,5.0,18.9,72.8167,22.1,22.6,42.6,0.0,22.1,-0.8945,-0.447,-1.0,-0.0,0.2399,2.1,LOW
2024-09-04,Bombay / Colaba,9,Monsoon,28.5,26.9,31.4,4.5,5.8,1006.9,6.35,10,5.0,18.9,72.8167,11.9,34.0,43.6,22.1,-10.2,-0.9021,-0.4315,-1.0,-0.0,0.1543,7.2,LOW
2024-09-05,Bombay / Colaba,9,Monsoon,27.9,26.6,30.0,3.4,6.2,1005.9,7.35,10,5.0,18.9,72.8167,40.2,74.2,77.7,11.9,28.3,-0.9094,-0.4159,-1.0,-0.0,0.3046,17.1,LOW
2024-09-06,Bombay / Colaba,9,Monsoon,27.9,26.6,29.7,3.1,4.4,1006.5,6.75,10,5.0,18.9,72.8167,14.4,66.5,92.1,40.2,-25.8,-0.9164,-0.4002,-1.0,-0.0,0.2593,5.9,LOW
2024-09-07,Bombay / Colaba,9,Monsoon,28.3,26.7,31.4,4.7,4.7,1007.2,6.05,10,5.0,18.9,72.8167,11.6,66.2,100.7,14.4,-2.8,-0.9232,-0.3844,-1.0,-0.0,0.1221,4.2,LOW
2024-09-08,Bombay / Colaba,9,Monsoon,28.9,27.0,32.4,5.4,3.4,1007.4,5.85,10,5.0,18.9,72.8167,3.5,29.5,103.7,11.6,-8.1,-0.9296,-0.3685,-1.0,-0.0,0.0309,6.6,SAFE
2024-09-09,Bombay / Colaba,9,Monsoon,28.6,27.1,31.6,4.5,2.8,1005.3,7.95,10,5.0,18.9,72.8167,5.4,20.5,109.1,3.5,1.9,-0.9358,-0.3524,-1.0,-0.0,0.0356,0.6,SAFE
2024-09-10,Bombay / Colaba,9,Monsoon,28.1,27.0,31.4,4.4,2.4,1004.2,9.05,10,5.0,18.9,72.8167,5.9,14.8,92.9,5.4,0.5,-0.9418,-0.3363,-1.0,-0.0,0.2271,1.2,LOW
2024-09-11,Bombay / Colaba,9,Monsoon,28.3,26.7,31.0,4.3,3.4,1005.3,7.95,10,5.0,18.9,72.8167,8.8,20.1,89.8,5.9,2.9,-0.9474,-0.32,-1.0,-0.0,0.0,14.6,SAFE
2024-09-12,Bombay / Colaba,9,Monsoon,28.1,26.4,30.5,4.1,4.6,1007.0,6.25,10,5.0,18.9,72.8167,9.2,23.9,58.8,8.8,0.4,-0.9528,-0.3037,-1.0,-0.0,0.1567,0.0,LOW
2024-09-13,Bombay / Colaba,9,Monsoon,28.4,26.3,31.0,4.7,5.4,1007.8,5.45,10,5.0,18.9,72.8167,6.4,24.4,50.8,9.2,-2.8,-0.9579,-0.2873,-1.0,-0.0,0.1055,0.0,SAFE
2024-09-14,Bombay / Colaba,9,Monsoon,28.0,26.3,30.5,4.2,4.9,1007.4,5.85,10,5.0,18.9,72.8167,10.3,25.9,49.5,6.4,3.9,-0.9627,-0.2707,-1.0,-0.0,0.0,9.2,SAFE
2024-09-15,Bombay / Colaba,9,Monsoon,27.1,24.8,30.2,5.4,3.1,1007.7,5.55,10,5.0,18.9,72.8167,8.1,24.8,54.1,10.3,-2.2,-0.9672,-0.2541,-1.0,-0.0,0.1436,0.0,SAFE
2024-09-16,Bombay / Colaba,9,Monsoon,27.7,25.6,30.8,5.2,1.6,1008.5,4.75,10,5.0,18.9,72.8167,3.9,22.3,52.6,8.1,-4.2,-0.9714,-0.2375,-1.0,-0.0,0.1362,0.7,SAFE
2024-09-17,Bombay / Colaba,9,Monsoon,28.2,26.1,31.4,5.3,3.6,1008.6,4.65,10,5.0,18.9,72.8167,0.3,12.3,47.0,3.9,-3.6,-0.9753,-0.2207,-1.0,-0.0,0.1152,0.0,SAFE
2024-09-18,Bombay / Colaba,9,Monsoon,28.2,26.0,32.0,6.0,1.5,1006.9,6.35,10,5.0,18.9,72.8167,0.2,4.4,38.4,0.3,-0.1,-0.979,-0.2039,-1.0,-0.0,0.0,0.0,SAFE
2024-09-19,Bombay / Colaba,9,Monsoon,28.5,26.4,32.4,6.0,0.8,1007.1,6.15,10,5.0,18.9,72.8167,0.0,0.5,29.2,0.2,-0.2,-0.9824,-0.187,-1.0,-0.0,0.0,0.0,SAFE
2024-09-20,Bombay / Colaba,9,Monsoon,28.5,26.3,31.8,5.5,1.0,1007.4,5.85,10,5.0,18.9,72.8167,2.2,2.4,25.0,0.0,2.2,-0.9854,-0.1701,-1.0,-0.0,0.0,5.1,SAFE
2024-09-21,Bombay / Colaba,9,Monsoon,28.4,26.6,31.0,4.4,1.7,1008.0,5.25,10,5.0,18.9,72.8167,5.4,7.6,20.1,2.2,3.2,-0.9882,-0.1531,-1.0,-0.0,0.1438,5.9,SAFE
2024-09-22,Bombay / Colaba,9,Monsoon,28.6,26.7,31.8,5.1,2.2,1007.5,5.75,10,5.0,18.9,72.8167,2.3,9.9,14.3,5.4,-3.1,-0.9907,-0.1361,-1.0,-0.0,0.1375,0.0,SAFE
2024-09-23,Bombay / Colaba,9,Monsoon,28.4,27.0,30.6,3.6,1.8,1006.4,6.85,10,5.0,18.9,72.8167,9.3,17.0,19.7,2.3,7.0,-0.9929,-0.1191,-1.0,-0.0,0.0133,0.0,SAFE
2024-09-24,Bombay / Colaba,9,Monsoon,27.4,25.6,28.9,3.3,2.5,1004.8,8.45,10,5.0,18.9,72.8167,50.3,61.9,69.7,9.3,41.0,-0.9948,-0.102,-1.0,-0.0,0.447,4.6,LOW
2024-09-25,Bombay / Colaba,9,Monsoon,27.0,26.4,28.4,2.0,2.3,1003.8,9.45,10,5.0,18.9,72.8167,54.4,114.0,123.9,50.3,4.1,-0.9964,-0.0848,-1.0,-0.0,0.4359,13.4,MODERATE
2024-09-26,Bombay / Colaba,9,Monsoon,26.6,26.0,27.8,1.8,2.5,1003.2,10.05,10,5.0,18.9,72.8167,51.1,155.8,175.0,54.4,-3.3,-0.9977,-0.0677,-1.0,-0.0,0.305,27.2,LOW
2024-09-27,Bombay / Colaba,9,Monsoon,26.5,25.8,27.8,2.0,5.3,1004.6,8.65,10,5.0,18.9,72.8167,57.7,163.2,230.5,51.1,6.6,-0.9987,-0.0505,-1.0,-0.0,0.6892,28.8,MODERATE
2024-09-28,Bombay / Colaba,9,Monsoon,26.8,26.0,29.1,3.1,3.5,1007.7,5.55,10,5.0,18.9,72.8167,7.7,116.5,232.8,57.7,-50.0,-0.9994,-0.0333,-1.0,-0.0,0.1652,9.5,LOW
2024-09-29,Bombay / Colaba,9,Monsoon,27.7,25.8,31.2,5.4,2.3,1009.8,3.45,10,5.0,18.9,72.8167,3.1,68.5,233.6,7.7,-4.6,-0.9999,-0.0161,-1.0,-0.0,0.0619,4.9,SAFE
2024-09-30,Bombay / Colaba,9,Monsoon,28.6,26.1,31.8,5.7,1.8,1009.9,3.35,10,5.0,18.9,72.8167,0.0,10.8,224.3,3.1,-3.1,-1.0,0.0011,-1.0,-0.0,0.0072,0.0,SAFE
2015-07-01,Bombay / Juhu,7,Monsoon,29.8,27.5,32.8,5.3,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,6.1,6.1,6.1,0.0,6.1,0.0108,-0.9999,-0.5,-0.866,0.1416,5.4,SAFE
2015-07-02,Bombay / Juhu,7,Monsoon,29.9,27.6,32.7,5.1,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,6.1,6.1,6.1,-6.1,-0.0065,-1.0,-0.5,-0.866,0.0765,4.7,SAFE
2015-07-03,Bombay / Juhu,7,Monsoon,30.1,27.8,33.0,5.2,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,6.1,6.1,0.0,0.0,-0.0237,-0.9997,-0.5,-0.866,0.14,0.0,SAFE
2015-07-04,Bombay / Juhu,7,Monsoon,30.0,28.0,32.7,4.7,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,0.0,6.1,0.0,0.0,-0.0408,-0.9992,-0.5,-0.866,0.0,0.0,SAFE
2015-07-05,Bombay / Juhu,7,Monsoon,29.9,27.6,32.6,5.0,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,0.0,6.1,0.0,0.0,-0.058,-0.9983,-0.5,-0.866,0.0,0.0,SAFE
2015-07-06,Bombay / Juhu,7,Monsoon,29.8,28.0,32.3,4.3,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,0.0,6.1,0.0,0.0,-0.0752,-0.9972,-0.5,-0.866,0.0,0.0,SAFE
2015-07-07,Bombay / Juhu,7,Monsoon,29.8,28.2,32.7,4.5,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,0.0,6.1,0.0,0.0,-0.0923,-0.9957,-0.5,-0.866,0.0,0.0,SAFE
2015-07-08,Bombay / Juhu,7,Monsoon,29.9,26.2,30.0,3.8,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,4.1,4.1,4.1,0.0,4.1,-0.1094,-0.994,-0.5,-0.866,0.088,17.1,SAFE
2015-07-09,Bombay / Juhu,7,Monsoon,30.1,27.8,32.9,5.1,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.3,4.4,4.4,4.1,-3.8,-0.1265,-0.992,-0.5,-0.866,0.0,0.0,SAFE
2015-07-10,Bombay / Juhu,7,Monsoon,29.9,28.2,32.3,4.1,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.5,4.9,4.9,0.3,0.2,-0.1436,-0.9896,-0.5,-0.866,0.0,0.0,SAFE
2015-07-11,Bombay / Juhu,7,Monsoon,29.5,26.6,32.2,5.6,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,2.0,2.8,6.9,0.5,1.5,-0.1606,-0.987,-0.5,-0.866,0.0367,0.0,SAFE
2015-07-12,Bombay / Juhu,7,Monsoon,29.8,26.2,32.6,6.4,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,6.1,8.6,13.0,2.0,4.1,-0.1775,-0.9841,-0.5,-0.866,0.0908,6.7,SAFE
2015-07-13,Bombay / Juhu,7,Monsoon,29.9,28.0,32.6,4.6,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,8.1,13.0,6.1,-6.1,-0.1944,-0.9809,-0.5,-0.866,0.0678,3.2,SAFE
2015-07-14,Bombay / Juhu,7,Monsoon,30.0,26.4,32.8,6.4,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,2.0,8.1,15.0,0.0,2.0,-0.2113,-0.9774,-0.5,-0.866,0.1589,1.8,SAFE
2015-07-15,Bombay / Juhu,7,Monsoon,30.1,27.6,33.0,5.4,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,1.0,3.0,11.9,2.0,-1.0,-0.2281,-0.9736,-0.5,-0.866,0.0,0.0,SAFE
2015-07-16,Bombay / Juhu,7,Monsoon,29.8,27.8,32.3,4.5,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.0,3.0,11.6,1.0,-1.0,-0.2448,-0.9696,-0.5,-0.866,0.0,0.0,SAFE
2015-07-17,Bombay / Juhu,7,Monsoon,29.6,26.2,31.5,5.3,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,5.1,6.1,16.2,0.0,5.1,-0.2614,-0.9652,-0.5,-0.866,0.2326,9.7,LOW
2015-07-18,Bombay / Juhu,7,Monsoon,29.6,26.2,32.0,5.8,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,3.0,8.1,17.2,5.1,-2.1,-0.278,-0.9606,-0.5,-0.866,0.0,5.3,SAFE
2015-07-19,Bombay / Juhu,7,Monsoon,29.6,26.2,30.0,3.8,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,5.1,13.2,16.2,3.0,2.1,-0.2945,-0.9557,-0.5,-0.866,0.0751,9.4,SAFE
2015-07-20,Bombay / Juhu,7,Monsoon,29.0,25.7,31.6,5.9,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,0.5,8.6,16.7,5.1,-4.6,-0.3109,-0.9505,-0.5,-0.866,0.0127,0.1,SAFE
2015-07-21,Bombay / Juhu,7,Monsoon,27.9,24.2,30.0,5.8,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,61.0,66.6,75.7,0.5,60.5,-0.3272,-0.945,-0.5,-0.866,0.5113,26.0,MODERATE
2015-07-22,Bombay / Juhu,7,Monsoon,27.1,24.5,29.0,4.5,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,49.0,110.5,123.7,61.0,-12.0,-0.3434,-0.9392,-0.5,-0.866,0.4464,47.6,LOW
2015-07-23,Bombay / Juhu,7,Monsoon,27.4,24.4,30.0,5.6,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,46.0,156.0,169.7,49.0,-3.0,-0.3595,-0.9332,-0.5,-0.866,0.614,46.4,MODERATE
2015-07-24,Bombay / Juhu,7,Monsoon,28.1,24.7,30.3,5.6,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,37.1,132.1,201.7,46.0,-8.9,-0.3755,-0.9268,-0.5,-0.866,0.3592,36.7,LOW
2015-07-25,Bombay / Juhu,7,Monsoon,28.7,25.0,30.7,5.7,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,29.0,112.1,227.7,37.1,-8.1,-0.3914,-0.9202,-0.5,-0.866,0.391,39.8,LOW
2015-07-26,Bombay / Juhu,7,Monsoon,28.6,25.2,31.2,6.0,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,8.9,75.0,231.5,29.0,-20.1,-0.4071,-0.9134,-0.5,-0.866,0.3025,7.8,LOW
2015-07-27,Bombay / Juhu,7,Monsoon,27.8,25.7,30.0,4.3,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,7.9,45.8,238.9,8.9,-1.0,-0.4228,-0.9062,-0.5,-0.866,0.0,7.1,SAFE
2015-07-28,Bombay / Juhu,7,Monsoon,28.0,25.4,29.6,4.2,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,27.9,44.7,205.8,7.9,20.0,-0.4383,-0.8988,-0.5,-0.866,0.5027,16.2,LOW
2015-07-29,Bombay / Juhu,7,Monsoon,27.7,24.4,29.5,5.1,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,32.0,67.8,188.8,27.9,4.1,-0.4537,-0.8912,-0.5,-0.866,0.3053,17.0,LOW
2015-07-30,Bombay / Juhu,7,Monsoon,27.8,23.6,31.2,7.6,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,17.0,76.9,159.8,32.0,-15.0,-0.469,-0.8832,-0.5,-0.866,0.0611,26.0,SAFE
2015-07-31,Bombay / Juhu,7,Monsoon,28.9,25.0,31.5,6.5,16.8,1004.0,9.25,4,11.0,19.1167,72.8333,8.9,57.9,131.6,17.0,-8.1,-0.4841,-0.875,-0.5,-0.866,0.2213,15.1,LOW
2015-08-01,Bombay / Juhu,8,Monsoon,29.1,26.2,31.5,5.3,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,2.0,27.9,104.6,8.9,-6.9,-0.4991,-0.8666,-0.866,-0.5,0.1287,2.2,SAFE
2015-08-02,Bombay / Juhu,8,Monsoon,29.1,26.6,31.9,5.3,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,2.0,12.9,97.7,2.0,0.0,-0.5139,-0.8578,-0.866,-0.5,0.0941,0.0,SAFE
2015-08-03,Bombay / Juhu,8,Monsoon,28.9,26.6,30.0,3.4,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,0.5,4.5,90.3,2.0,-1.5,-0.5286,-0.8489,-0.866,-0.5,0.0,0.0,SAFE
2015-08-04,Bombay / Juhu,8,Monsoon,28.8,26.8,30.6,3.8,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,0.0,2.5,62.4,0.5,-0.5,-0.5431,-0.8397,-0.866,-0.5,0.0,0.0,SAFE
2015-08-05,Bombay / Juhu,8,Monsoon,28.1,26.0,29.3,3.3,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,2.0,2.5,32.4,0.0,2.0,-0.5575,-0.8302,-0.866,-0.5,0.1184,2.1,SAFE
2015-08-06,Bombay / Juhu,8,Monsoon,28.4,23.2,30.8,7.6,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,22.1,24.1,37.5,2.0,20.1,-0.5717,-0.8205,-0.866,-0.5,0.2672,11.8,LOW
2015-08-07,Bombay / Juhu,8,Monsoon,28.9,26.4,31.8,5.4,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,1.0,25.1,29.6,22.1,-21.1,-0.5857,-0.8105,-0.866,-0.5,0.105,0.0,SAFE
2015-08-08,Bombay / Juhu,8,Monsoon,27.6,24.6,30.4,5.8,10.4,1005.4,7.85,4,11.0,19.1167,72.8333,5.1,28.2,32.7,1.0,4.1,-0.5996,-0.8003,-0.866,-0.5,0.3276,5.7,LOW
2015-08-09,Bombay / Juhu,8,Monsoon,27.1,24.0,29.0,5.0,15.2,1003.9,9.35,4,11.0,19.1167,72.8333,8.9,15.0,39.6,5.1,3.8,-0.6132,-0.7899,-0.866,-0.5,0.0,5.1,SAFE
2015-08-10,Bombay / Juhu,8,Monsoon,26.6,24.2,29.5,5.3,6.4,1003.9,9.35,4,11.0,19.1167,72.8333,8.9,22.9,48.0,8.9,0.0,-0.6267,-0.7792,-0.866,-0.5,0.1668,11.8,LOW
2015-08-11,Bombay / Juhu,8,Monsoon,27.7,24.2,31.2,7.0,6.2,1005.8,7.45,4,11.0,19.1167,72.8333,2.0,19.8,50.0,8.9,-6.9,-0.64,-0.7683,-0.866,-0.5,0.1199,1.9,SAFE
2015-08-12,Bombay / Juhu,8,Monsoon,27.9,23.8,30.8,7.0,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,6.1,17.0,54.1,2.0,4.1,-0.6532,-0.7572,-0.866,-0.5,0.2147,14.2,LOW
2015-08-13,Bombay / Juhu,8,Monsoon,28.2,24.8,31.0,6.2,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,2.0,10.1,34.0,6.1,-4.1,-0.6661,-0.7459,-0.866,-0.5,0.0099,0.0,SAFE
2015-08-14,Bombay / Juhu,8,Monsoon,28.2,25.0,31.5,6.5,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,3.0,11.1,36.0,2.0,1.0,-0.6788,-0.7343,-0.866,-0.5,0.0,9.7,SAFE
2015-08-15,Bombay / Juhu,8,Monsoon,28.3,24.8,30.8,6.0,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,6.1,11.1,37.0,3.0,3.1,-0.6914,-0.7225,-0.866,-0.5,0.1369,4.7,SAFE
2015-08-16,Bombay / Juhu,8,Monsoon,28.2,25.4,31.7,6.3,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,7.1,16.2,35.2,6.1,1.0,-0.7037,-0.7105,-0.866,-0.5,0.1627,8.9,LOW
2015-08-17,Bombay / Juhu,8,Monsoon,28.1,25.0,31.3,6.3,15.2,1007.5,5.75,4,11.0,19.1167,72.8333,11.9,25.1,38.2,7.1,4.8,-0.7158,-0.6983,-0.866,-0.5,0.3269,13.5,LOW
2015-08-18,Bombay / Juhu,8,Monsoon,28.7,24.8,31.9,7.1,7.7,1008.2,5.05,4,11.0,19.1167,72.8333,10.9,29.9,47.1,11.9,-1.0,-0.7277,-0.6859,-0.866,-0.5,0.0393,15.0,SAFE
2015-08-19,Bombay / Juhu,8,Monsoon,29.3,25.3,32.0,6.7,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,0.0,22.8,41.0,10.9,-10.9,-0.7394,-0.6733,-0.866,-0.5,0.2288,0.2,LOW
2015-08-20,Bombay / Juhu,8,Monsoon,29.3,25.7,32.0,6.3,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,0.0,10.9,39.0,0.0,0.0,-0.7509,-0.6605,-0.866,-0.5,0.3383,0.0,LOW
2015-08-21,Bombay / Juhu,8,Monsoon,29.1,25.2,32.2,7.0,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,0.3,0.3,36.3,0.0,0.3,-0.7621,-0.6474,-0.866,-0.5,0.0,0.0,SAFE
2015-08-22,Bombay / Juhu,8,Monsoon,29.1,24.0,31.6,7.6,15.2,1005.9,7.35,4,11.0,19.1167,72.8333,5.1,5.4,35.3,0.3,4.8,-0.7731,-0.6342,-0.866,-0.5,0.0,2.9,SAFE
